[PRODUCT]
X = 260
Y = 260
Z = 300
[TOOL]
Type = cylinder
Height = 40
Diameter = 12

[POINTS]
# Valori separati da punto e virgola per posizione (nel mondo) di prodotto
# e dell’utensile, espressi con sei valori, tre per le traslazioni e tre
# per le rotazioni (angoli di eulero).
# <----- TRASL STOCK ----> <--- ROT STOCK ---> <---- TRASL CUTTER ----> <-- ROT CUTTER -->
# 0.000; 0.000; 0.000;    0.000; 0.000; 0.000;    0.000; 0.000; 0.000;    0.000; 0.000; 0.000
#0.000; 0.000; 0.000;    0.000; 0.000; 0.000;    1.5; 1; 1;    0.000; -1.570796326794896; 0.000
#0.000; 0.000; 0.000;    0.000; 0.000; 0.000;    1.5; 1; 1;    0.000; 1.570796326794896; 0.000
#-2.000; -2.000; 0.000; 0.000; 0.000; 0.000; 0.002; -0.002; 3.000; 0.000; 0.000; 0.000
#-2.000; -2.000; 0.000; 0.000; 0.000; 0.000; 0.002; -0.002; 2.000; 0.000; 0.000; 0.000

#-2.000; -2.000; -2.000;    0.000; -1.571; 1.571;    1.000; 1.000; 1.000;    0.000; 0.000; 0.000

#some original positions
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.273; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.228; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.188; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.151; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.118; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.089; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.065; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.044; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.027; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.014; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.006; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.001; 0.000; 0.000; 0.000
130.000; 0.000; -130.000; 0.000; -1.571; 1.571; 88.500; -79.000; 108.000; 0.000; 0.000; 0.000
