[PRODUCT]
X = 260
Y = 260
Z = 300
[TOOL]
Type = cylinder
Height = 40
Diameter = 12
[POINTS]
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.002; -0.002; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.008; -0.007; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.018; -0.016; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.032; -0.029; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.050; -0.045; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.072; -0.064; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.098; -0.087; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.128; -0.114; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.162; -0.145; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.200; -0.179; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.242; -0.216; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.288; -0.257; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.338; -0.302; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.392; -0.350; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.450; -0.402; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.512; -0.457; 352.000; 0.000; 0.000; 0.000
-130.000; -130.000; 0.000; 0.000; 0.000; 0.000; 0.578; -0.516; 352.000; 0.000; 0.000; 0.000
